iter	RMSE
268	0.4541658029
269	0.4541345155
270	0.4541127394
271	0.4540763019
272	0.4540613307
273	0.4540340529
274	0.4540202418
275	0.4540047548
276	0.4539905437
277	0.453981688
278	0.4539540595
279	0.4539271367
280	0.4538946688
281	0.4538856713
282	0.4538636706
283	0.4538583037
284	0.4538396819
285	0.4538299244
286	0.453812113
287	0.453792201
288	0.4537809925
289	0.4537516473
290	0.4537416987
291	0.4537324574
292	0.4537116651
293	0.4536976336
294	0.4536523141
295	0.4536405576
296	0.453620763
297	0.453616282
298	0.4535839221
299	0.4535767125
300	0.45356188
301	0.4535353886
302	0.4535189926
303	0.4534913167
304	0.4534681977
305	0.4534589543
306	0.4534293038
307	0.453394698
308	0.4533865659
309	0.4533452407
310	0.4533330523
311	0.4533101417
312	0.4532975276
313	0.453272235
314	0.4532567255
315	0.4532511215
316	0.4532387119
317	0.4532096517
318	0.4531788583
319	0.4531729804
320	0.4531574243
321	0.4531222493
322	0.4531014534
323	0.4530805829
324	0.453051767
325	0.4530328217
326	0.4530071173
327	0.4529857176
328	0.452961413
329	0.4529461546
330	0.4529388427
331	0.4529375925
332	0.4529208844
333	0.4528977279
334	0.4528793025
335	0.4528411465
336	0.4528262917
337	0.4528037203
338	0.4527897348
339	0.4527766911
340	0.4527535817
341	0.4527270412
342	0.4527141032
343	0.4527011594
344	0.4526785959
345	0.4526561805
346	0.4526400415
347	0.4526195634
348	0.4526040534
349	0.4525973846
350	0.4525776065
351	0.4525521392
352	0.4525353441
353	0.4525077615
354	0.4524861902
355	0.4524726883
356	0.4524581602
357	0.4524537518
358	0.4524284879
359	0.4524087627
360	0.4524006245
361	0.4523870355
362	0.4523621691
363	0.4523399578
364	0.4523365666
365	0.4523208044
366	0.4522921607
367	0.4522778301
368	0.4522702912
369	0.4522607967
370	0.4522274933
371	0.4522109304
372	0.4521909589
373	0.4521766582
374	0.4521445787
375	0.4521201386
376	0.4521050122
377	0.4520986527
378	0.4520799123
379	0.4520609634
380	0.4520599342
381	0.4520473861
382	0.4520370936
383	0.4520197079
384	0.4520042786
385	0.4519659752
386	0.4519513452
387	0.4519200085
388	0.451904959
389	0.4518877572
390	0.4518606394
391	0.4518456054
392	0.4518193737
393	0.4518142828
394	0.451804839
395	0.4517762282
396	0.45176111
397	0.4517398452
398	0.4517124824
399	0.451689139
400	0.4516789629
401	0.4516598208
402	0.4516381423
403	0.4516343285
404	0.4516236967
405	0.4516103274
406	0.451589023
407	0.4515808752
408	0.4515629338
409	0.4515550967
410	0.4515423337
411	0.4515115517
412	0.4514829595
413	0.4514745964
414	0.4514539035
415	0.4514516319
416	0.4514103644
417	0.4513808513
418	0.4513786557
419	0.4513695407
420	0.4513458722
421	0.4513339123
422	0.4513191211
423	0.4513118359
424	0.4513013973
425	0.4512898332
426	0.4512720708
427	0.4512569879
428	0.4512404199
429	0.451208662
430	0.4511978683
431	0.4511891222
432	0.4511756395
433	0.4511682384
434	0.4511559489
435	0.4511486631
436	0.4511307263
437	0.4510981348
438	0.451088955
439	0.4510563838
440	0.4510374713
441	0.4510334049
442	0.4510064857
443	0.4509951895
444	0.4509860715
445	0.4509738055
446	0.4509720085
447	0.4509444256
448	0.4509324113
449	0.4509100231
450	0.4508987685
451	0.4508771061
452	0.4508646229
453	0.4508379511
454	0.4508362515
455	0.4508181076
456	0.4507975117
457	0.4507922085
458	0.450773641
459	0.4507564261
460	0.450738121
461	0.4507223092
462	0.4507170238
463	0.4506940657
464	0.4506922121
465	0.4506855094
466	0.4506659519
467	0.4506509928
468	0.4506280004
469	0.4506078287
470	0.4506066876
471	0.4505873358
472	0.4505757205
473	0.4505510488
474	0.4505367914
475	0.4505103544
476	0.4504982281
477	0.4504649943
478	0.4504568085
479	0.45043969
480	0.4504207232
481	0.4503989418
482	0.4503901605
483	0.4503774416
484	0.4503487563
485	0.4503463993
486	0.450332483
487	0.450330138
488	0.4503133114
489	0.4503039257
490	0.4503032426
491	0.450281652
492	0.4502625486
493	0.4502548551
494	0.4502464615
495	0.4502222043
496	0.450187116
497	0.4501756438
498	0.4501607145
499	0.4501498882
500	0.4501320374
501	0.4501184518
502	0.4501105841
503	0.4501015551
504	0.4500923983
505	0.4500705623
506	0.4500688127
507	0.4500671691
508	0.4500534192
509	0.4500456745
510	0.4500426752
511	0.450042625
512	0.4500411689
513	0.4500228438
514	0.4500074466
515	0.4499862571
516	0.4499789798
517	0.4499582086
518	0.4499417813
519	0.4499275126
520	0.4499130196
521	0.4499018854
522	0.4499013264
523	0.4498821618
524	0.4498543939
525	0.4498401412
526	0.4498255568
527	0.4498037937
528	0.4497847357
529	0.4497820377
530	0.4497703484
531	0.4497683241
532	0.4497548237
533	0.44974263
534	0.449724349
535	0.4497144637
536	0.4496994909
537	0.4496813693
538	0.4496707459
539	0.4496416358
540	0.4496331992
541	0.4496266304
542	0.4496076412
543	0.449596296
544	0.4495921494
545	0.4495519053
546	0.4495385137
547	0.4495228929
548	0.449501844
549	0.4494819199
550	0.4494656161
551	0.4494512096
552	0.4494339201
553	0.4493989815
554	0.4493899658
555	0.4493885674
556	0.4493659547
557	0.449357835
558	0.4493300719
559	0.4493064492
560	0.4492894764
561	0.4492727512
562	0.4492635526
563	0.4492499354
564	0.4492384798
565	0.4492122654
566	0.4491934788
567	0.4491853796
568	0.4491827713
569	0.4491543921
570	0.4491279404
571	0.4491071088
572	0.4490996843
573	0.4490883967
574	0.4490796087
575	0.449069369
576	0.4490571658
577	0.4490505999
578	0.4490374446
579	0.4490237249
580	0.449016098
581	0.4490002305
582	0.4489830225
583	0.4489677713
584	0.4489536477
585	0.4489324699
586	0.4489256882
587	0.4489239205
588	0.4489223064
589	0.4489106131
590	0.4489042127
591	0.4488882818
592	0.4488819576
593	0.4488770547
594	0.4488523483
595	0.4488405293
596	0.4488247859
597	0.4488133687
598	0.4487983369
599	0.4487895325
600	0.4487890835
601	0.4487714947
602	0.4487582823
603	0.448749953
604	0.4487460435
605	0.4487111955
606	0.4486962143
607	0.4486822614
608	0.4486666148
609	0.4486520522
610	0.4486376398
611	0.4486104885
612	0.4486067971
613	0.4485979918
614	0.4485863423
615	0.4485652497
616	0.4485303878
617	0.4485237144
618	0.4485024254
619	0.4484917369
620	0.4484781231
621	0.4484615782
622	0.448457462
623	0.4484378846
624	0.448437111
625	0.4484207723
626	0.4484092876
627	0.4483867114
628	0.4483781138
629	0.4483493705
630	0.448336813
631	0.4483306071
632	0.4483204725
633	0.448301387
634	0.4482848217
635	0.4482751449
636	0.4482525701
637	0.4482421468
638	0.44823606
639	0.4482287097
640	0.4481993995
641	0.4481885748
642	0.4481796094
643	0.4481707455
644	0.4481600511
645	0.4481393949
646	0.4481297286
647	0.4481210029
648	0.4481091527
649	0.4481072046
650	0.4481021144
651	0.4480913339
652	0.4480777426
653	0.4480463867
654	0.4480355983
655	0.4480274135
656	0.4480161388
657	0.4479909804
658	0.4479890574
659	0.4479612195
660	0.4479463326
661	0.4479360892
662	0.4479302286
663	0.4479246238
664	0.4479118352
665	0.4479054621
666	0.4478894268
667	0.4478815429
668	0.4478623804
669	0.4478500635
670	0.4478413014
671	0.4478350059
672	0.4478335699
673	0.4478277279
674	0.4478207636
675	0.4478135027
676	0.4477964266
677	0.4477921203
678	0.447765259
679	0.4477567404
680	0.447745773
681	0.4477381929
682	0.4477289822
683	0.4477208305
684	0.4477105858
685	0.4477007639
686	0.447685618
687	0.4476841226
688	0.4476677686
689	0.4476634658
690	0.4476555094
691	0.4476430022
692	0.4476230535
693	0.4476128945
694	0.4476119519
695	0.4475885158
696	0.4475790834
697	0.4475654635
698	0.4475596742
699	0.447549747
700	0.4475432306
701	0.4475293509
702	0.4475268689
703	0.4475148681
704	0.4475016152
705	0.4474906196
706	0.4474838955
707	0.4474735757
708	0.4474592519
709	0.4474592217
710	0.4474505979
711	0.4474414287
712	0.4474326571
713	0.4474304317
714	0.4474223357
715	0.4474127193
716	0.4474083294
717	0.4474001218
718	0.4473926698
719	0.4473789694
720	0.4473692258
721	0.4473641481
722	0.4473443725
723	0.4473183626
724	0.4473120235
725	0.4472960329
726	0.4472933655
727	0.4472795814
728	0.4472748279
729	0.4472683967
730	0.4472602862
731	0.4472491212
732	0.4472404332
733	0.4472295485
734	0.4472280113
735	0.4472244823
736	0.4472066931
737	0.4471937675
738	0.4471814078
739	0.4471734618
740	0.447167418
741	0.4471645202
742	0.447151203
743	0.4471384399
744	0.4471340205
745	0.4471305128
746	0.4471154919
747	0.4471062383
748	0.4470896791
749	0.4470812226
750	0.4470727266
751	0.4470592058
752	0.4470455621
753	0.4470310052
754	0.4470276614
755	0.4470176777
756	0.4470131002
757	0.4470005193
758	0.4469852183
759	0.4469795447
760	0.4469635268
761	0.4469557552
762	0.4469430624
763	0.4469158293
764	0.4469040261
765	0.4468973139
766	0.4468829796
767	0.446869835
768	0.4468663798
769	0.4468510617
770	0.4468387543
771	0.4468292549
772	0.446806905
773	0.4468012227
774	0.4468012051
775	0.4467899452
776	0.446784919
777	0.4467813106
778	0.4467812952
779	0.4467752636
780	0.4467707036
781	0.4467633251
782	0.4467407276
783	0.4467386025
784	0.4467116103
785	0.4467075356
786	0.4466984852
787	0.446689923
788	0.4466849621
789	0.4466792661
790	0.4466755133
791	0.4466596895
792	0.4466389195
793	0.4466368946
794	0.446633694
795	0.4466274705
796	0.4466182593
797	0.446613722
798	0.4466022587
799	0.4465863407
800	0.4465753016
801	0.446566983
802	0.4465594131
803	0.4465543164
804	0.446549956
805	0.4465451584
806	0.4465355372
807	0.44650894
808	0.4465011217
809	0.4464954522
810	0.4464769884
811	0.4464740329
812	0.446470454
813	0.4464616366
814	0.4464607627
815	0.4464530193
816	0.4464484257
817	0.446446276
818	0.4464419282
819	0.4464381361
820	0.4464371574
821	0.4464301992
822	0.446421771
823	0.4464164283
824	0.4464126953
825	0.4464067945
826	0.4464015386
827	0.4463877147
828	0.4463800169
829	0.4463636942
830	0.4463629044
831	0.4463524722
832	0.446338818
833	0.4463370652
834	0.4463304578
835	0.4463210865
836	0.4463203975
837	0.4463121827
838	0.4462929489
839	0.4462871879
840	0.4462724954
841	0.4462680302
842	0.4462656678
843	0.4462486931
844	0.446237936
845	0.4462345551
846	0.4462301003
847	0.4462236236
848	0.4462073106
849	0.4462003504
850	0.4461991184
851	0.446190242
852	0.4461857325
853	0.4461809871
854	0.4461647671
855	0.4461523311
856	0.4461487449
857	0.4461409723
858	0.4461255894
859	0.4461183434
860	0.4461011797
861	0.4460740871
862	0.4460695323
863	0.4460661995
864	0.4460548821
865	0.4460407296
866	0.4460323978
867	0.4460235739
868	0.4460145124
869	0.4460034195
870	0.4459926781
871	0.4459860515
872	0.4459848483
873	0.4459761235
874	0.4459754004
875	0.4459667851
876	0.445961839
877	0.4459600018
878	0.4459539961
879	0.445939703
880	0.4459328998
881	0.4459163887
882	0.4459116689
883	0.4459092327
884	0.445899781
885	0.4458851811
886	0.4458787979
887	0.4458679389
888	0.4458569759
889	0.4458466883
890	0.4458292636
891	0.4458233177
892	0.4457872715
893	0.4457817956
894	0.44577536
895	0.4457736375
896	0.4457665886
897	0.4457566172
898	0.4457464817
899	0.4457373509
900	0.4457313792
901	0.4457204573
902	0.4457113914
903	0.4457085352
904	0.4457021909
905	0.4456874553
906	0.4456837228
907	0.4456802034
908	0.4456661825
909	0.4456542358
910	0.4456469201
911	0.4456428304
912	0.4456401431
913	0.4456360658
914	0.445619841
915	0.4456186138
916	0.4456064479
917	0.4455866163
918	0.4455727325
919	0.4455558561
920	0.4455516782
921	0.4455393538
922	0.4455260954
923	0.4455180147
924	0.4455148356
925	0.4455072408
926	0.4454868562
927	0.4454823183
928	0.4454736512
929	0.4454655169
930	0.4454622317
931	0.4454514898
932	0.4454481304
933	0.4454410165
934	0.4454364595
935	0.4454243585
936	0.4454209819
937	0.4454011399
938	0.445388697
939	0.4453844578
940	0.4453766712
941	0.4453720369
942	0.4453524717
943	0.4453511411
944	0.4453460916
945	0.4453382014
946	0.4453292893
947	0.445318909
948	0.4452944123
949	0.4452851303
950	0.4452741371
951	0.4452672173
952	0.4452571448
953	0.4452564818
954	0.4452496826
955	0.4452381704
956	0.4452381571
957	0.4452271453
958	0.4452235017
959	0.4452163188
960	0.445213856
961	0.4452082335
962	0.4452041077
963	0.4451932383
964	0.4451898518
965	0.4451797001
966	0.4451718092
967	0.4451666935
968	0.4451589465
969	0.4451541298
970	0.4451447475
971	0.4451287479
972	0.4451232473
973	0.4451162577
974	0.445113855
975	0.4451060373
976	0.4450993295
977	0.4450944652
978	0.44507755
979	0.4450646759
980	0.4450549966
981	0.4450483835
982	0.4450371001
983	0.4450334346
984	0.4450330893
985	0.4450266817
986	0.4450219121
987	0.4450051969
988	0.444999327
989	0.4449848948
990	0.4449826023
991	0.4449825972
992	0.4449815235
993	0.4449768944
994	0.4449583938
995	0.4449572097
996	0.4449403402
997	0.4449309624
998	0.4449243157
999	0.4449043395
